parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,assessmentyear,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,taxvaluedollarcnt
10951298,1.0,,,3.0,2.0,,8.0,3.0,,,932.0,932.0,,,,,6037.0,,3.0,,,,2.0,34193800.0,-118325000.0,11277.0,,,,,,010C,266.0,BUR4*,60373106.011001,396054.0,3101.0,,96436.0,0.0,,,,1.0,,,1990.0,,,2016.0,,,60373106011001.0,425000.0
10763265,1.0,,,2.0,2.0,,8.0,2.0,,,1058.0,1058.0,,,,,6037.0,,2.0,,,,2.0,34209700.0,-118537000.0,183134.0,1.0,,,,1.0,010C,266.0,LAR3,60371310.102021,12447.0,3101.0,40548.0,96364.0,0.0,,,,1.0,,,1973.0,,,2016.0,,,60371310102021.0,206181.0
11192615,1.0,,,3.0,3.0,,8.0,3.0,,,2604.0,2604.0,,,,,6037.0,,3.0,,,,2.0,34576438.0,-118133245.0,8667.0,,,,,,0100,261.0,PDR1*,60379104.012017,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1989.0,,,2016.0,Y,15.0,60379104012017.0,294421.0
11068665,1.0,,,3.0,3.0,,7.0,3.0,,,2333.0,2333.0,,,,,6037.0,,3.0,,,,2.0,34279956.0,-118566659.0,183875.0,,,,,,01DC,266.0,LAC4,60371082.012025,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,2004.0,,,2016.0,,,60371082012025.0,683000.0
10746391,1.0,,,3.0,4.0,,7.0,3.0,,,3034.0,3034.0,,,,,6037.0,,3.0,,,,2.0,34135763.0,-118816522.0,19708.0,1.0,,,,1.0,010D,269.0,WVR115000*,60378003.261042,41673.0,3101.0,,96384.0,0.0,,,,1.0,,,1978.0,,,2016.0,,,60378003261042.0,960120.0
11595845,1.0,,,6.0,4.0,,11.0,6.0,,,5481.0,5481.0,,,,,6037.0,,6.0,,,,2.0,33967119.0,-118453213.0,3150.0,,,,,,0100,261.0,LAR1,60372742.021036,53162.0,3101.0,,96128.0,0.0,,,,1.0,,,2003.0,,,2016.0,,,60372742021036.0,3000000.0
10727300,1.0,,,3.0,4.0,,6.0,3.0,,,1597.0,1597.0,,,,,6037.0,,3.0,,,,2.0,34184902.0,-118653656.0,7213.0,,,,,,0100,261.0,LARS,60371352.033005,12447.0,3101.0,268588.0,96342.0,0.0,,,,1.0,,,1961.0,,,2016.0,,,60371352033005.0,251606.0
14727067,,,,3.0,3.0,,,3.0,,,1823.0,1823.0,,,,,6059.0,,3.0,2.0,0.0,,,33492774.0,-117700252.0,,,,,,,34,266.0,,60590423.322009,25459.0,1286.0,,96987.0,0.0,,,,,,,1993.0,,,2016.0,,,60590423322003.0,608916.0
11997563,1.0,,,4.0,4.0,,6.0,4.0,,,2623.0,2623.0,,,,,6037.0,,4.0,,,,2.0,34081127.0,-118348564.0,7333.0,1.0,,,,1.0,0101,261.0,LAR1,60371920.023013,12447.0,3101.0,276450.0,96017.0,0.0,,,,1.0,,,1924.0,,,2016.0,,,60371920023013.0,2080442.0
12995254,1.0,,,3.0,4.0,,8.0,3.0,,,2504.0,2504.0,,,,,6037.0,,3.0,,,,2.0,34077825.0,-118020936.0,7160.0,,,,,,0100,261.0,EMR1AY,60374327.001,51861.0,3101.0,,96478.0,0.0,,,,1.0,,,1954.0,,,2016.0,,,60374327001000.0,533000.0
11184920,1.0,,,3.0,4.0,,8.0,3.0,,,2337.0,2337.0,,,,,6037.0,,3.0,,,,2.0,34614120.0,-118200308.0,9085.0,1.0,,,,1.0,0101,261.0,PDRPD-1-12,60379102.101027,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1991.0,,,2016.0,,,60379102101027.0,321771.0
11116338,,,,3.0,3.0,,8.0,3.0,,,1784.0,1784.0,,,,,6037.0,,3.0,,,,,34451233.0,-118563035.0,,1.0,,,,1.0,010D,269.0,LCA2,60379201.081,,3101.0,,96377.0,0.0,,,,1.0,,,2011.0,,,2016.0,,,60379201081000.0,390086.0
17143253,,,,1.0,1.0,,,1.0,,876.0,876.0,876.0,,,876.0,,6111.0,,1.0,2.0,0.0,,,34229264.0,-118995541.0,846.0,,,,,,1129,266.0,,61110053.062018,51239.0,2061.0,,97091.0,0.0,,,,,,,1982.0,1.0,,2016.0,,,61110053062018.0,209633.0
11414336,,,,2.0,5.0,,,2.0,,,2228.0,,,2228.0,,,6037.0,,2.0,,,,,33937431.0,-118335148.0,6783.0,,,,,,0200,246.0,INR2YY,60376020.032,45888.0,3101.0,,96135.0,0.0,,,,2.0,,,1960.0,,,2016.0,,,60376020032000.0,62906.0
14015729,,,,2.0,3.0,,,2.0,,,1529.0,1529.0,,,,,6059.0,,2.0,2.0,440.0,,,33831089.0,-117997729.0,6774.0,,,,,,122,261.0,,60590869.021008,16764.0,1286.0,118872.0,97023.0,6.0,,,,,,,1977.0,1.0,,2016.0,,,60590869021008.0,135890.0
14159942,13.0,,,2.0,3.0,,,2.0,,,1478.0,1478.0,,,,,6059.0,,2.0,2.0,475.0,,,33911972.0,-117874742.0,6825.0,,,,,,122,261.0,,60590218.144027,17150.0,1286.0,,97035.0,6.0,,,,,,,1969.0,1.0,,2016.0,,,60590218144027.0,285950.0
10832625,1.0,,,3.0,2.0,,8.0,3.0,,,1138.0,1138.0,,,,,6037.0,,3.0,,,,2.0,34194300.0,-118478000.0,13775.0,1.0,,,,1.0,010C,266.0,LAR3,60371276.032005,12447.0,3101.0,41466.0,96415.0,0.0,,,,1.0,,,1980.0,,,2016.0,,,60371276032005.0,143457.0
14728324,,,,2.0,2.0,,,2.0,,,949.0,949.0,,,,,6059.0,,2.0,1.0,0.0,,,33671643.0,-117798817.0,,,,,,,34,266.0,,60590525.144009,52650.0,1286.0,276119.0,96948.0,0.0,,,,,,,1985.0,,,2016.0,,,60590525144009.0,434491.0
11948200,1.0,,,2.0,2.0,,7.0,2.0,,,1298.0,1298.0,,,,,6037.0,,2.0,,,,2.0,34112500.0,-118278000.0,25051.0,,,,,,010C,266.0,LAR1,60371882.013,12447.0,3101.0,274359.0,96008.0,0.0,,,,1.0,,,1976.0,,,2016.0,,,60371882013000.0,615000.0
11948136,,,,4.0,6.0,,4.0,4.0,,,3225.0,,,3225.0,,,6037.0,,4.0,,,,,34109127.0,-118273150.0,8958.0,,,,,,0400,248.0,LARD1.5,60371952.011003,12447.0,3101.0,274359.0,96008.0,0.0,,,,4.0,,,1941.0,,,2016.0,,,60371952011003.0,1358620.0
13031167,,,,2.0,3.0,,4.0,2.0,,,1550.0,,,1550.0,,,6037.0,,2.0,,,,,34136389.0,-117878283.0,5912.0,,,,,,0200,246.0,GDR2,60374009.003006,11626.0,3101.0,,96486.0,0.0,,,,2.0,,,1955.0,,,2016.0,,,60374009003006.0,318090.0
14377482,1.0,,,2.0,3.0,,,2.0,,,1697.0,1697.0,,,,,6059.0,1.0,2.0,2.0,483.0,,6.0,33623816.0,-117708872.0,5410.0,,,,,,122,261.0,,60590524.113001,32380.0,1286.0,,96962.0,7.0,,,,,,,1968.0,1.0,,2016.0,,,60590524113001.0,267593.0
11259606,,,,1.0,1.0,,4.0,1.0,,,1004.0,1004.0,,,,,6037.0,,1.0,,,,7.0,34643772.0,-118234789.0,15095.0,,,,,,0101,261.0,LCA110000*,60379103.012005,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1954.0,,,2016.0,,,60379103012005.0,189000.0
14375235,13.0,,,2.5,4.0,,,2.5,,,2289.0,2289.0,,,,,6059.0,1.0,2.0,2.0,463.0,,,33648719.0,-117691136.0,5200.0,,,,,,122,261.0,,60590524.083033,32380.0,1286.0,,96962.0,8.0,,1.0,,,,,1979.0,2.0,,2016.0,,,60590524083033.0,307531.0
12430621,,,,1.0,3.0,,4.0,1.0,,,1219.0,1219.0,,,,,6037.0,,1.0,,,,7.0,33838780.0,-118100189.0,5002.0,,,,,,0100,261.0,LKR1YY,60375710.005002,12292.0,3101.0,,96213.0,0.0,,,,1.0,,,1952.0,,,2016.0,,,60375710005002.0,66195.0
14374584,,,,2.0,3.0,,,2.0,,,1600.0,1600.0,,,,,6059.0,,2.0,2.0,455.0,,,33646750.0,-117693685.0,5049.0,,,,,,122,261.0,,60590524.082024,32380.0,1286.0,,96962.0,7.0,,,,,,,1977.0,1.0,,2016.0,,,60590524082024.0,187029.0
14661219,,,,2.0,2.0,,,2.0,,,1021.0,1021.0,,,,,6059.0,,2.0,2.0,0.0,,24.0,33693075.0,-117992736.0,,,,,,,34,266.0,,60590994.133002,25218.0,1286.0,,96966.0,5.0,,,,,,,1974.0,1.0,,2016.0,,,60590994133002.0,213244.0
11951195,,,,2.0,4.0,,5.0,2.0,,,1416.0,,,1416.0,,,6037.0,,2.0,,,,7.0,34111178.0,-118254880.0,7431.0,,,,,,0200,246.0,LAR1,60371871.021002,12447.0,3101.0,268010.0,96020.0,0.0,,,,2.0,,,1937.0,,,2016.0,,,60371871021002.0,330807.0
11106759,,,,2.0,3.0,,6.0,2.0,,,1240.0,1240.0,,,,,6037.0,,2.0,,,,2.0,34423632.0,-118491376.0,6365.0,,,,,,0100,261.0,SCUR2,60379200.231005,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1967.0,,,2016.0,,,60379200231005.0,371900.0
11248719,1.0,,,3.0,4.0,,6.0,3.0,,,1634.0,1634.0,,,,,6037.0,,3.0,,,,2.0,34625235.0,-117833184.0,29419.0,,,,,,0100,261.0,LCRA30000*,60379001.031038,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1984.0,,,2016.0,Y,15.0,60379001031038.0,149000.0
12431071,,,,1.0,2.0,,4.0,1.0,,,966.0,966.0,,,,,6037.0,,1.0,,,,7.0,33840001.0,-118096934.0,5347.0,,,,,,0100,261.0,LKR1YY,60375710.001007,12292.0,3101.0,,96213.0,0.0,,,,1.0,,,1954.0,,,2016.0,,,60375710001007.0,61375.0
14360840,,,,4.0,4.0,,,4.0,,,3041.0,3041.0,,,,,6059.0,,4.0,2.0,464.0,,,33640874.0,-117755506.0,4410.0,,,,,,1,261.0,,60590626.213009,52650.0,1286.0,,96952.0,0.0,,,,,,,2012.0,,,2016.0,,,60590626213009.0,1893441.0
14722554,,,,2.0,3.0,,,2.0,,,1287.0,1287.0,,,,,6059.0,,2.0,1.0,0.0,,,33664110.0,-117975877.0,,,,,,,34,266.0,,60590992.442008,25218.0,1286.0,,96964.0,0.0,,,,,,,1980.0,,,2016.0,,,60590992442008.0,226169.0
11106009,1.0,,,2.0,2.0,,6.0,2.0,,,1078.0,1078.0,,,,,6037.0,,2.0,,,,2.0,34413600.0,-118467000.0,843582.0,,,,,,010C,266.0,SCUR3,60379200.351012,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1981.0,,,2016.0,,,60379200351012.0,137933.0
14014475,,,,2.0,4.0,,,2.0,,,1615.0,1615.0,,,,,6059.0,,2.0,2.0,441.0,,,33840993.0,-118007126.0,6000.0,,,,,,122,261.0,,60591103.031004,10608.0,1286.0,,96180.0,7.0,,,,,,,1956.0,1.0,,2016.0,,,60591103031004.0,497056.0
11439711,,,,2.0,3.0,,6.0,2.0,,,1372.0,1372.0,,,,,6037.0,,2.0,,,,2.0,33888128.0,-118346153.0,5134.0,,,,,,0100,261.0,LNR1YY,60376038.022,46178.0,3101.0,,96111.0,0.0,,,,1.0,,,1955.0,,,2016.0,,,60376038022000.0,266235.0
14012326,,,,1.5,3.0,,,1.5,,,1032.0,1032.0,,,,,6059.0,,1.0,2.0,430.0,,,33814012.0,-118018792.0,6800.0,,,,,,122,261.0,,60591102.032012,10608.0,1286.0,,96180.0,5.0,,1.0,,,,,1958.0,1.0,,2016.0,,,60591102032012.0,49560.0
11436810,,,,2.0,3.0,,6.0,2.0,,,1232.0,1232.0,,,,,6037.0,,2.0,,,,7.0,33896080.0,-118338070.0,5460.0,,,,,,0100,261.0,HAR1YY,60376037.032003,42150.0,3101.0,,96107.0,0.0,,,,1.0,,,1952.0,,,2016.0,,,60376037032003.0,73993.0
12966807,,,,2.0,3.0,,8.0,2.0,,,2452.0,2452.0,,,,,6037.0,,2.0,,,,2.0,34159646.0,-117997406.0,7057.0,,,,,,0100,261.0,MORL*,60374303.022003,32923.0,3101.0,,96273.0,0.0,,,,1.0,,,1964.0,,,2016.0,,,60374303022003.0,98950.0
12988789,,,,1.0,2.0,,5.0,1.0,,,731.0,731.0,,,,,6037.0,,1.0,,,,7.0,34083544.0,-117954364.0,6214.0,,,,,,0100,261.0,BPR1*,60374052.012004,10241.0,3101.0,,96465.0,0.0,,,,1.0,,,1939.0,,,2016.0,,,60374052012004.0,280283.0
11472284,,,,1.0,2.0,,4.0,1.0,,,1431.0,1431.0,,,,,6037.0,,1.0,,,,7.0,33925735.0,-118417166.0,6713.0,,,,,,0100,261.0,ESR1YY,60376201.012015,55753.0,3101.0,,96103.0,0.0,,,,1.0,,,1918.0,,,2016.0,,,60376201012015.0,63735.0
12052164,,,,2.0,3.0,,6.0,2.0,,,1920.0,1920.0,,,,,6037.0,,2.0,,,,2.0,34181858.0,-118281331.0,8372.0,,,,,,0100,261.0,GLR1*,60373014.002,45457.0,3101.0,273617.0,96320.0,0.0,,,,1.0,,,1936.0,,,2016.0,,,60373014002000.0,102464.0
10909910,,,,2.0,3.0,,6.0,2.0,,,1482.0,1482.0,,,,,6037.0,,2.0,,,,7.0,34147842.0,-118400665.0,6500.0,1.0,,,,1.0,0101,261.0,LAR1,60371435.002007,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1937.0,,,2016.0,,,60371435002007.0,1026358.0
11239069,1.0,,,2.0,2.0,,6.0,2.0,,,853.0,853.0,,,,,6037.0,,2.0,,,,2.0,34556200.0,-118085000.0,72242.0,1.0,,,,1.0,010C,266.0,PDRPD15U*,60379107.152004,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,1986.0,,,2016.0,Y,15.0,60379107152004.0,51945.0
11086642,1.0,,,3.0,3.0,,8.0,3.0,,,1508.0,1508.0,,,,,6037.0,,3.0,,,,2.0,34256100.0,-118592000.0,44746.0,,,,,,010C,266.0,LARD1.5,60371133.212,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,2001.0,,,2016.0,,,60371133212000.0,398679.0
11086658,1.0,,,3.0,3.0,,8.0,3.0,,,1390.0,1390.0,,,,,6037.0,,3.0,,,,2.0,34256400.0,-118591000.0,,,,,,,012C,266.0,LARD1.5,60371133.212,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,2009.0,,,2016.0,,,60371133212000.0,343472.0
12931239,1.0,,,2.0,3.0,,6.0,2.0,,,1786.0,1786.0,,,,,6037.0,,2.0,,,,2.0,34080156.0,-117891653.0,7849.0,,,,,,0100,261.0,CVR17500*,60374061.022002,24245.0,3101.0,,96474.0,0.0,,,,1.0,,,1953.0,,,2016.0,,,60374061022002.0,259553.0
14422197,,,,3.0,4.0,,,3.0,,,3441.0,3441.0,,,,,6059.0,,3.0,2.0,613.0,True,,33506553.0,-117713036.0,7800.0,1.0,,,1.0,,122,261.0,,60590423.173,25459.0,1286.0,,96987.0,0.0,,,,,,,1989.0,,,2016.0,,,60590423173000.0,1401664.0
14421651,,,,2.5,3.0,,,2.5,,,1954.0,1954.0,,,,,6059.0,,2.0,2.0,546.0,,,33519637.0,-117711634.0,12060.0,,,,,,122,261.0,,60590423.171002,25459.0,1286.0,,96987.0,7.0,,1.0,,,,,1968.0,1.0,,2016.0,,,60590423171002.0,732117.0
10776273,,,,1.0,3.0,,4.0,1.0,,,1086.0,1086.0,,,,,6037.0,,1.0,,,,7.0,34210277.0,-118529773.0,6408.0,,,,,,0100,261.0,LAR1,60371314.002007,12447.0,3101.0,40548.0,96364.0,0.0,,,,1.0,,,1950.0,,,2016.0,,,60371314002007.0,209228.0
14713338,,,,1.0,1.0,,,1.0,,,899.0,899.0,,,,,6059.0,,1.0,,,,,33682787.0,-117828471.0,,,,,,,34,266.0,,60590525.213001,52650.0,1286.0,275979.0,96948.0,0.0,,,,,,,1987.0,,,2016.0,,,60590525213001.0,370000.0
11930466,,,,1.0,2.0,,5.0,1.0,,,966.0,966.0,,,,,6037.0,,1.0,,,,7.0,34092690.0,-118071854.0,12118.0,,,,,,0100,261.0,TCR3YY,60374812.012014,33837.0,3101.0,,96515.0,0.0,,,,1.0,,,1946.0,,,2016.0,,,60374812012014.0,507634.0
14416017,,,,3.0,4.0,,,3.0,,,2400.0,2400.0,,,,,6059.0,,3.0,2.0,607.0,True,,33550182.0,-117690643.0,5250.0,,,1.0,,,122,261.0,,60590423.362003,25459.0,1286.0,,96987.0,0.0,,,,,,,1987.0,,,2016.0,,,60590423362003.0,819623.0
12846196,,,,2.0,4.0,,8.0,2.0,,,1423.0,1423.0,,,,,6037.0,,2.0,,,,2.0,33974186.0,-117900145.0,9765.0,,,,,,0100,261.0,LCA16000*,60374087.221,22827.0,3101.0,,96492.0,0.0,,,,1.0,,,1965.0,,,2016.0,,,60374087221000.0,331369.0
14414449,,,,3.0,4.0,,,3.0,,,2642.0,2642.0,,,,,6059.0,1.0,3.0,2.0,612.0,,,33535067.0,-117709649.0,7400.0,1.0,,,,1.0,122,261.0,,60590423.191017,25459.0,1286.0,,96987.0,8.0,,,,,,,1978.0,2.0,,2016.0,,,60590423191017.0,849133.0
14030842,,,,2.0,3.0,,,2.0,,,2794.0,2794.0,,,,,6059.0,1.0,2.0,2.0,449.0,,,33720649.0,-117968173.0,7200.0,,,,,,122,261.0,,60590992.24201,8384.0,1286.0,,97008.0,8.0,,,,,,,1965.0,2.0,,2016.0,,,60590992242010.0,771742.0
12365442,,,,0.0,0.0,,4.0,,,,988.0,,,988.0,,,6037.0,,,,,,,33977016.0,-118179659.0,7125.0,,,,,,0200,246.0,BLC3R*,60375338.042006,30399.0,3101.0,,96083.0,0.0,,,,2.0,,,1930.0,,,2016.0,,,60375338042006.0,78015.0
11926848,1.0,,,2.0,3.0,,8.0,2.0,,,1750.0,1750.0,,,,,6037.0,,2.0,,,,2.0,34113060.0,-118073704.0,6901.0,,,,,,0100,261.0,TCR1YY,60374801.013001,14111.0,3101.0,,96517.0,0.0,,,,1.0,,,1968.0,,,2016.0,,,60374801013001.0,786818.0
10723748,1.0,,,5.0,5.0,,9.0,5.0,,,3120.0,3120.0,,,,,6037.0,,5.0,,,,2.0,34205407.0,-118646829.0,10825.0,1.0,,,,1.0,0101,261.0,LARE11,60371344.211001,12447.0,3101.0,268588.0,96342.0,0.0,,,,1.0,,,1998.0,,,2016.0,,,60371344211001.0,731142.0
12909404,,,,2.0,4.0,,8.0,2.0,,,1830.0,1830.0,,,,,6037.0,,2.0,,,,2.0,34078005.0,-117820795.0,11707.0,,,,,,0100,261.0,SDSF9000*,60374013.044007,33836.0,3101.0,,96513.0,0.0,,,,1.0,,,1977.0,,,2016.0,,,60374013044007.0,561433.0
14145745,,,,5.0,4.0,,,5.0,,,4570.0,4570.0,,,,,6059.0,1.0,4.0,3.0,728.0,,,33911635.0,-117935032.0,21710.0,1.0,,,,1.0,122,261.0,,60590017.053,24812.0,1286.0,,97043.0,6.0,,2.0,,,,,1961.0,1.0,,2016.0,,,60590017053000.0,1950000.0
11923713,1.0,,,2.0,3.0,,7.0,2.0,,,1728.0,1728.0,,,,,6037.0,,2.0,,,,2.0,34129471.0,-118070079.0,5015.0,,,,,,0100,261.0,LCR105,60374800.111,33837.0,3101.0,,96514.0,0.0,,,,1.0,,,1979.0,,,2016.0,,,60374800111000.0,522409.0
17085667,,,,3.5,3.0,,,3.5,66.0,960.0,3364.0,3364.0,,,960.0,,6111.0,1.0,3.0,2.0,640.0,,,34262522.0,-119272189.0,3400.0,,,,,,1110,261.0,,61110025.001001,34543.0,2061.0,,97081.0,7.0,,1.0,,,,,1990.0,3.0,,2016.0,,,61110025001001.0,827362.0
12547782,,,,2.0,2.0,,6.0,2.0,,,1022.0,1022.0,,,,,6037.0,,2.0,,,,7.0,33766100.0,-118174000.0,10623.0,,,,,,010E,266.0,LBR4R,60375766.024005,46298.0,3101.0,416302.0,96236.0,0.0,,,,1.0,,,1959.0,,,2016.0,,,60375766024005.0,367000.0
14707176,,,,2.0,2.0,,,2.0,,,1196.0,1196.0,,,,,6059.0,,2.0,2.0,0.0,,,33622186.0,-117645125.0,,,,,,,34,266.0,,60590320.371007,12773.0,1286.0,,96996.0,0.0,,,,,,,1989.0,,,2016.0,,,60590320371007.0,223849.0
11835404,,,,1.0,3.0,,4.0,1.0,,,1314.0,1314.0,,,,,6037.0,,1.0,,,,7.0,34029357.0,-118155086.0,4790.0,,,,,,0100,261.0,LCR2YY,60375303.012003,17882.0,3101.0,,96003.0,0.0,,,,1.0,,,1939.0,,,2016.0,,,60375303012003.0,44474.0
12538525,,,,2.0,2.0,,6.0,2.0,,,922.0,922.0,,,,,6037.0,,2.0,,,,7.0,33767800.0,-118158000.0,15000.0,,,,,,010E,266.0,LBR2N,60375767.001001,46298.0,3101.0,416304.0,96246.0,0.0,,,,1.0,,,1972.0,,,2016.0,,,60375767001001.0,357258.0
14146209,,,,1.5,2.0,,,1.5,,,1082.0,1082.0,,,,,6059.0,,1.0,2.0,504.0,,,33915039.0,-117935144.0,1700.0,,,,,,122,261.0,,60590017.051004,18874.0,1286.0,,96186.0,5.0,,1.0,,,,,1975.0,2.0,,2016.0,,,60590017051004.0,120059.0
12915644,,,,2.0,3.0,,6.0,2.0,,,1198.0,1198.0,,,,,6037.0,,2.0,,,,2.0,34105668.0,-117919627.0,6665.0,,,,,,0100,261.0,LCA105,60374058.003009,24245.0,3101.0,,96473.0,0.0,,,,1.0,,,1958.0,,,2016.0,,,60374058003009.0,81568.0
14035292,1.0,,,2.5,3.0,,,2.5,,,1656.0,1656.0,,,,,6059.0,,2.0,2.0,441.0,,6.0,33730698.0,-117923111.0,1900.0,1.0,,,,1.0,122,261.0,,60590992.271008,8384.0,1286.0,,97008.0,5.0,,1.0,,,,,1972.0,2.0,,2016.0,,,60590992271008.0,431000.0
10857159,1.0,,,2.0,2.0,,8.0,2.0,,,1096.0,1096.0,,,,,6037.0,,2.0,,,,2.0,34155800.0,-118458000.0,33253.0,,,,,,010C,266.0,LAR3,60371413.022006,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1979.0,,,2016.0,,,60371413022006.0,351044.0
14708980,,,,1.5,2.0,,,1.5,,,1248.0,1248.0,,,,,6059.0,,1.0,1.0,0.0,,,33685900.0,-117998000.0,,,,,,,34,266.0,,60590993.052011,25218.0,1286.0,,96966.0,0.0,,1.0,,,,,1980.0,,,2016.0,,,60590993093022.0,195573.0
14429537,,,,2.5,3.0,,,2.5,,,1937.0,1937.0,,,,,6059.0,1.0,2.0,2.0,471.0,,,33467976.0,-117709426.0,5200.0,,,,,,122,261.0,,60590423.231011,17686.0,1286.0,,96961.0,0.0,,1.0,,,,,1986.0,,,2016.0,,,60590423231011.0,468611.0
14427894,,,,3.0,4.0,,,3.0,,,3081.0,3081.0,,,,,6059.0,,3.0,2.0,672.0,,,33502181.0,-117716828.0,9750.0,,,,,,122,261.0,,60590423.173002,25459.0,1286.0,,96987.0,8.0,,,,,,,1977.0,1.0,,2016.0,,,60590423173002.0,891021.0
11926608,1.0,,,3.0,3.0,,8.0,3.0,,,1434.0,1434.0,,,,,6037.0,,3.0,,,,2.0,34123200.0,-118058000.0,58451.0,,,,,,010C,266.0,ARR3*,60374318.001005,50749.0,3101.0,,96268.0,0.0,,,,1.0,,,1979.0,,,2016.0,,,60374318001005.0,550434.0
11079655,1.0,,,2.0,3.0,,6.0,2.0,,,1904.0,1904.0,,,,,6037.0,,2.0,,,,2.0,34242998.0,-118608882.0,7767.0,1.0,,,,1.0,0101,261.0,LARS,60371132.37102,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1974.0,,,2016.0,,,60371132371020.0,528121.0
12945977,,,,2.0,3.0,,6.0,2.0,,,1159.0,1159.0,,,,,6037.0,,2.0,,,,2.0,34049774.0,-117949436.0,7503.0,,,,,,0100,261.0,LCA17500*,60374075.011004,39306.0,3101.0,,96488.0,0.0,,,,1.0,,,1955.0,,,2016.0,,,60374075011004.0,235567.0
14025638,,,,2.0,3.0,,,2.0,,,1501.0,1501.0,,,,,6059.0,,2.0,2.0,436.0,,,33672006.0,-117896768.0,6975.0,,,,,,122,261.0,,60590639.041008,38032.0,1286.0,,96958.0,6.0,,,,,,,1962.0,1.0,,2016.0,,,60590639041008.0,631000.0
10725322,,,,4.0,4.0,,8.0,4.0,,,1737.0,1737.0,,,,,6037.0,,4.0,,,,2.0,34200733.0,-118647999.0,12293.0,1.0,,,,1.0,0101,261.0,LARE11,60371344.211013,12447.0,3101.0,268588.0,96342.0,0.0,,,,1.0,,,1964.0,,,2016.0,,,60371344211013.0,442950.0
17254936,,,,2.5,5.0,,,2.5,,1530.0,2498.0,2498.0,,,1530.0,,6111.0,1.0,2.0,2.0,439.0,,,34274314.0,-118754924.0,6500.0,,,,,,1111,261.0,,61110079.043003,27110.0,2061.0,,97118.0,9.0,,1.0,,,250.0,,1968.0,2.0,,2016.0,,,61110079043003.0,624536.0
14719760,,,,1.5,2.0,,,1.5,,,1190.0,1190.0,,,,,6059.0,,1.0,1.0,0.0,,,33638066.0,-117672212.0,,,,,,,34,266.0,,60590320.293,32380.0,1286.0,,96962.0,0.0,,1.0,,,,,1980.0,,,2016.0,,,60590320293000.0,160450.0
12972206,1.0,,,3.0,3.0,,8.0,3.0,,,1388.0,1388.0,,,,,6037.0,,3.0,,,,2.0,34142682.0,-117983591.0,1808.0,,,,,,010D,269.0,MOM*,60374310.021006,32923.0,3101.0,,96273.0,0.0,,,,1.0,,,2006.0,,,2016.0,,,60374310021006.0,561000.0
14154368,,,,2.0,3.0,,,2.0,,,1484.0,1484.0,,,,,6059.0,,2.0,2.0,451.0,,,33932120.0,-117910883.0,7600.0,,,,,,122,261.0,,60590015.012029,17150.0,1286.0,,97035.0,7.0,,,,,,,1963.0,1.0,,2016.0,,,60590015012029.0,65177.0
12305918,,,,1.0,3.0,,4.0,1.0,,,1078.0,1078.0,,,,,6037.0,,1.0,,,,7.0,33960123.0,-118211429.0,4130.0,,,,,,0100,261.0,SGC3*,60375355.021008,47762.0,3101.0,,96125.0,0.0,,,,1.0,,,1938.0,,,2016.0,,,60375355021008.0,208263.0
14154508,13.0,,,4.0,5.0,,,4.0,,,3353.0,3353.0,,,,,6059.0,,4.0,2.0,630.0,True,,33944163.0,-117913496.0,12100.0,1.0,,,1.0,,122,261.0,,60590015.013013,17150.0,1286.0,,97035.0,9.0,,,,,,,1968.0,2.0,,2016.0,,,60590015013013.0,153176.0
12528297,,,,3.0,4.0,,8.0,3.0,,,2744.0,2744.0,,,,,6037.0,,3.0,,,,2.0,33754368.0,-118124110.0,3024.0,,,,,,0100,261.0,LBR1S,60375775.013027,46298.0,3101.0,116828.0,96237.0,0.0,,,,1.0,,,1954.0,,,2016.0,,,60375775013027.0,786854.0
