airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedfinishedsquarefeet,garagecarcnt,garagetotalsqft,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,propertylandusetypeid,propertyzoningdesc,regionidcounty,roomcnt,unitcnt,yearbuilt,taxvaluedollarcnt,log_sqft,log_lotsize
1.0,4.0,5.0,7.0,3395.0,2.0,456.0,2.0,34159809.0,-118585111.0,13154.0,261.0,591.0,3101.0,0.0,1.0,1968.0,1144257.0,8.130353547431238,9.484557193474393
1.0,2.0,3.0,6.0,1230.0,2.0,456.0,2.0,33870056.0,-118051861.0,5987.0,261.0,220.0,3101.0,0.0,1.0,1968.0,386847.0,7.115582126184454,8.69751274553952
1.0,2.0,2.0,9.0,1613.0,2.0,456.0,2.0,33972283.0,-118455988.0,194626.0,266.0,587.0,3101.0,0.0,1.0,1979.0,297956.0,7.3864708488298945,12.178840185255625
1.0,2.0,3.0,6.0,1460.0,1.0,0.0,24.0,33623091.0,-117736548.0,7210.0,266.0,580.0,1286.0,6.0,1.0,1976.0,354380.0,7.2868764117507,8.88336291691676
1.0,2.0,3.0,8.0,1283.0,2.0,456.0,2.0,34550984.0,-118029429.0,5627.0,261.0,724.0,3101.0,0.0,1.0,1996.0,136362.0,7.157735484249907,8.63550941823428
1.0,2.0,2.0,4.0,1184.0,2.0,456.0,2.0,33930392.0,-118272320.0,3544.0,246.0,596.0,3101.0,0.0,2.0,1953.0,129868.0,7.077498053569231,8.173293438966228
1.0,2.0,2.0,6.0,1750.0,2.0,456.0,2.0,34056100.0,-118307000.0,19139.0,266.0,588.0,3101.0,0.0,1.0,1928.0,727000.0,7.467942332285852,9.859535665006945
1.0,4.0,5.0,7.0,3391.0,2.0,456.0,2.0,34160581.0,-118452989.0,6750.0,261.0,580.0,3101.0,0.0,1.0,2000.0,717266.0,8.129174996911793,8.81744592104187
1.0,2.0,2.0,6.0,1433.0,2.0,456.0,7.0,34198835.0,-118322058.0,9479.0,261.0,177.0,3101.0,0.0,1.0,1949.0,92736.0,7.2682230211595655,9.156939595249067
1.0,1.0,3.0,4.0,1112.0,2.0,456.0,7.0,33853793.0,-118353784.0,5200.0,261.0,1773.0,3101.0,0.0,1.0,1954.0,85483.0,7.014814351275545,8.556606193773073
1.0,2.5,3.0,6.0,2012.0,2.0,512.0,2.0,34293098.0,-119164142.0,9350.0,261.0,580.0,2061.0,7.0,1.0,1976.0,114305.0,7.607381425639791,9.143238568435446
1.0,3.0,3.0,7.0,3228.0,2.0,456.0,2.0,34163242.0,-118590685.0,9883.0,261.0,608.0,3101.0,0.0,1.0,1978.0,812773.0,8.079927770758275,9.1986725671085
1.0,1.0,3.0,6.0,958.0,1.0,275.0,2.0,33910169.0,-117897980.0,8357.0,261.0,580.0,1286.0,5.0,1.0,1950.0,517777.0,6.8658910748834385,9.03097444300786
1.0,4.0,3.0,9.0,4315.0,2.0,456.0,2.0,34155324.0,-118457275.0,7422.0,261.0,580.0,3101.0,0.0,1.0,2013.0,1620610.0,8.370084326378025,8.912338567117548
13.0,2.0,3.0,6.0,1144.0,2.0,441.0,2.0,33729161.0,-117922307.0,2300.0,261.0,580.0,1286.0,6.0,1.0,1972.0,268685.0,7.0431599159883405,7.741099090035366
13.0,2.0,3.0,6.0,1611.0,2.0,471.0,2.0,33930345.0,-117927025.0,5002.0,261.0,580.0,1286.0,7.0,1.0,1971.0,483708.0,7.385230923066573,8.517793011488205
1.0,2.0,3.0,8.0,2028.0,2.0,456.0,2.0,34638772.0,-118214525.0,28074.0,261.0,692.0,3101.0,0.0,1.0,1978.0,298195.0,7.615298339825815,10.242634779606645
1.0,2.5,4.0,6.0,1968.0,2.0,480.0,2.0,33916699.0,-117875623.0,5800.0,261.0,580.0,1286.0,8.0,1.0,1971.0,305219.0,7.585281078639126,8.665785595466064
1.0,1.0,2.0,6.0,1055.0,2.0,456.0,7.0,34085163.0,-118349637.0,2432.0,261.0,580.0,3101.0,0.0,1.0,1926.0,385599.0,6.962243464266207,7.796880342783522
1.0,3.0,5.0,4.0,3829.0,2.0,456.0,2.0,34052126.0,-118352139.0,6585.0,247.0,585.0,3101.0,0.0,3.0,1937.0,786818.0,8.250620082174692,8.792701462936309
1.0,2.0,3.0,8.0,1889.0,2.0,456.0,2.0,34146724.0,-118434414.0,6997.0,261.0,580.0,3101.0,0.0,1.0,1939.0,1087309.0,7.5443321080536885,8.853379672927634
1.0,3.0,3.0,6.0,3169.0,2.0,449.0,2.0,34179072.0,-118984210.0,10824.0,261.0,580.0,2061.0,8.0,1.0,2003.0,872099.0,8.061486866871327,9.28961355287069
1.0,2.0,3.0,8.0,1889.0,2.0,456.0,7.0,33752560.0,-118318978.0,10196.0,261.0,1545.0,3101.0,0.0,1.0,1941.0,665372.0,7.5443321080536885,9.229848838364227
1.0,2.0,3.0,8.0,1339.0,2.0,456.0,7.0,33753063.0,-118322968.0,13171.0,261.0,1544.0,3101.0,0.0,1.0,1940.0,801084.0,7.200424892944957,9.485848643496254
1.0,1.0,1.0,7.0,673.0,2.0,456.0,7.0,34006700.0,-118484000.0,41690.0,266.0,1669.0,3101.0,0.0,1.0,1967.0,444376.0,6.513230110912307,10.638040557154692
1.0,3.5,4.0,6.0,2288.0,2.0,647.0,2.0,33934544.0,-117907127.0,2970.0,261.0,580.0,1286.0,0.0,1.0,2004.0,694720.0,7.735870319952567,7.9966538754626075
1.0,2.0,4.0,6.0,1938.0,2.0,456.0,2.0,34278387.0,-118389419.0,7559.0,261.0,610.0,3101.0,0.0,1.0,1958.0,208558.0,7.569927655242652,8.930626469173578
1.0,1.0,1.0,8.0,630.0,2.0,456.0,2.0,34112081.0,-118321632.0,5235.0,266.0,596.0,3101.0,0.0,1.0,1933.0,399000.0,6.447305862541213,8.56331312702979
1.0,2.0,4.0,6.0,1490.0,2.0,462.0,2.0,33685739.0,-117886003.0,10153.0,261.0,580.0,1286.0,7.0,1.0,1962.0,233360.0,7.307202314764738,9.22562299550734
1.0,3.0,4.0,8.0,1690.0,2.0,456.0,2.0,34199232.0,-118653772.0,18009.0,261.0,605.0,3101.0,0.0,1.0,1962.0,87763.0,7.43307534889858,9.798682438170001
1.0,4.0,3.0,11.0,3421.0,2.0,456.0,2.0,34121246.0,-118319957.0,8445.0,261.0,580.0,3101.0,0.0,1.0,1930.0,1609628.0,8.137980454452139,9.041448235493888
1.0,3.0,3.0,6.0,2290.0,2.0,432.0,2.0,33686804.0,-117905424.0,7196.0,261.0,580.0,1286.0,6.0,1.0,1964.0,680604.0,7.736743682453495,8.881419551507804
1.0,4.0,4.0,11.0,5286.0,2.0,456.0,2.0,33790858.0,-118354947.0,21249.0,261.0,1501.0,3101.0,0.0,1.0,1996.0,2282816.0,8.57300625623545,9.964112174352563
1.0,3.0,4.0,8.0,2128.0,2.0,456.0,2.0,34617030.0,-118127164.0,41850.0,266.0,1334.0,3101.0,0.0,1.0,2002.0,149708.0,7.663407664893479,10.641870970494749
1.0,2.0,3.0,6.0,1418.0,2.0,456.0,2.0,34034674.0,-118392551.0,5670.0,261.0,580.0,3101.0,0.0,1.0,1947.0,575017.0,7.257707677160043,8.643120748014027
13.0,3.0,5.0,6.0,2847.0,2.0,420.0,2.0,33905917.0,-117938019.0,5063.0,261.0,580.0,1286.0,10.0,1.0,1965.0,131000.0,7.954372272531867,8.529911963824013
5.0,2.0,3.0,6.0,1176.0,2.0,462.0,6.0,33686584.0,-117949715.0,6480.0,261.0,580.0,1286.0,5.0,1.0,1963.0,586000.0,7.0707241072602764,8.776630098427717
1.0,3.5,4.0,6.0,2844.0,2.0,423.0,2.0,34211156.0,-119174179.0,4500.0,261.0,580.0,2061.0,7.0,1.0,2003.0,504852.0,7.953318346560431,8.412054873292933
1.0,2.0,2.0,8.0,1863.0,2.0,456.0,2.0,34096424.0,-118374496.0,3831.0,261.0,580.0,3101.0,0.0,1.0,1948.0,1042491.0,7.530479995245536,8.251142139090751
1.0,3.0,3.0,8.0,1782.0,2.0,456.0,2.0,34321553.0,-118450046.0,82672.0,266.0,599.0,3101.0,0.0,1.0,2009.0,380546.0,7.48605261786314,11.322648346447616
1.0,1.0,2.0,6.0,885.0,2.0,456.0,2.0,34170327.0,-118345737.0,6844.0,261.0,177.0,3101.0,0.0,1.0,1938.0,492320.0,6.786716950605081,8.83127373772255
1.0,2.5,4.0,6.0,2230.0,2.0,624.0,2.0,33812167.0,-118063194.0,6300.0,261.0,580.0,1286.0,8.0,1.0,1966.0,702607.0,7.7102051944325325,8.748463629942055
1.0,1.0,2.0,6.0,926.0,1.0,280.0,2.0,33746921.0,-117916289.0,6480.0,261.0,580.0,1286.0,4.0,1.0,1949.0,338879.0,6.831953565565855,8.776630098427717
1.0,2.0,3.0,8.0,1480.0,2.0,456.0,2.0,33860935.0,-118299215.0,5931.0,261.0,580.0,3101.0,0.0,1.0,1961.0,400000.0,7.300472814267799,8.688116703257823
1.0,2.0,4.0,8.0,2502.0,2.0,456.0,2.0,34056029.0,-118439284.0,6504.0,261.0,580.0,3101.0,0.0,1.0,1952.0,196884.0,7.8252452914317745,8.780326390946605
1.0,2.0,4.0,7.0,2824.0,2.0,456.0,2.0,34157871.0,-118339625.0,7566.0,261.0,181.0,3101.0,0.0,1.0,1947.0,1295000.0,7.946263643580541,8.931551966694522
1.0,2.0,4.0,6.0,1777.0,2.0,420.0,6.0,33767250.0,-118007127.0,7200.0,261.0,580.0,1286.0,7.0,1.0,1955.0,510439.0,7.48324441607385,8.881975184248867
1.0,5.0,6.0,4.0,3062.0,2.0,456.0,2.0,33876998.0,-118291582.0,6768.0,247.0,427.0,3101.0,0.0,3.0,1949.0,500094.0,8.027150106832774,8.820108644508608
1.0,2.0,2.0,6.0,1718.0,2.0,456.0,2.0,34102946.0,-118359995.0,4524.0,261.0,580.0,3101.0,0.0,1.0,1925.0,1014077.0,7.449498005382849,8.417372856134026
1.0,2.0,3.0,6.0,1698.0,2.0,441.0,2.0,33796573.0,-118067475.0,7800.0,261.0,580.0,1286.0,7.0,1.0,1959.0,78294.0,7.4377951216719325,8.962007209588313
1.0,4.0,4.0,6.0,2459.0,2.0,436.0,2.0,34245590.0,-119169692.0,5400.0,261.0,580.0,2061.0,7.0,1.0,2007.0,479000.0,7.807916628926408,8.594339400592892
1.0,4.0,4.0,6.0,2459.0,2.0,436.0,2.0,34245590.0,-119169692.0,5400.0,261.0,580.0,2061.0,7.0,1.0,2007.0,479000.0,7.807916628926408,8.594339400592892
1.0,3.0,2.0,8.0,1233.0,2.0,456.0,2.0,34321300.0,-118450000.0,195920.0,266.0,599.0,3101.0,0.0,1.0,1979.0,207172.0,7.1180162044653335,12.185466795737156
1.0,2.0,3.0,6.0,1280.0,2.0,423.0,2.0,33901596.0,-117828054.0,6000.0,261.0,580.0,1286.0,6.0,1.0,1986.0,235009.0,7.155396301896734,8.699681400989514
1.0,2.0,2.0,8.0,975.0,2.0,456.0,2.0,33832100.0,-118378000.0,202465.0,266.0,1473.0,3101.0,0.0,1.0,1970.0,407436.0,6.883462586413092,12.218327250197174
1.0,3.0,3.0,8.0,1429.0,2.0,456.0,2.0,34315800.0,-118443000.0,140609.0,266.0,599.0,3101.0,0.0,1.0,1989.0,190983.0,7.265429723253953,11.853745379584861
1.0,3.0,3.0,6.0,1557.0,2.0,456.0,2.0,34566727.0,-118124801.0,7026.0,261.0,1358.0,3101.0,0.0,1.0,1984.0,166383.0,7.351158226430694,8.857515151192198
1.0,2.0,3.0,6.0,1391.0,2.0,462.0,2.0,33869951.0,-117894056.0,7400.0,261.0,580.0,1286.0,5.0,1.0,1958.0,97458.0,7.238496840894365,8.909370405197466
1.0,1.0,2.0,5.0,1276.0,2.0,456.0,7.0,34311935.0,-118426510.0,26406.0,261.0,591.0,3101.0,0.0,1.0,1949.0,249812.0,7.152268856032539,10.181384405503108
1.0,2.0,2.0,6.0,1085.0,2.0,456.0,2.0,34107399.0,-118383008.0,2562.0,261.0,580.0,3101.0,0.0,1.0,1936.0,541127.0,6.990256500493881,7.848933726364071
1.0,2.0,3.0,4.0,1443.0,2.0,456.0,7.0,34316931.0,-118424796.0,6750.0,261.0,591.0,3101.0,0.0,1.0,1948.0,380040.0,7.275172319452771,8.81744592104187
1.0,1.0,2.0,4.0,984.0,2.0,456.0,7.0,33924908.0,-118274152.0,6502.0,261.0,580.0,3101.0,0.0,1.0,1927.0,266647.0,6.892641641172089,8.780018887869153
1.0,3.0,3.0,8.0,1452.0,2.0,456.0,2.0,34561482.0,-118094333.0,7172.0,261.0,1316.0,3101.0,0.0,1.0,1986.0,171325.0,7.2813856635702825,8.878079256126435
1.0,2.0,3.0,6.0,1192.0,2.0,400.0,2.0,33835593.0,-118029376.0,6000.0,261.0,580.0,1286.0,7.0,1.0,1956.0,480000.0,7.084226422097916,8.699681400989514
1.0,2.0,4.0,6.0,2334.0,2.0,473.0,2.0,33705224.0,-118027078.0,6000.0,261.0,580.0,1286.0,6.0,1.0,1964.0,912790.0,7.755767170102998,8.699681400989514
1.0,3.0,3.0,7.0,2986.0,2.0,456.0,2.0,34571159.0,-118005644.0,7343.0,261.0,1319.0,3101.0,0.0,1.0,2007.0,264059.0,8.00202481821611,8.901638932300326
1.0,2.5,3.0,6.0,2167.0,2.0,632.0,2.0,34207772.0,-119161742.0,6839.0,261.0,580.0,2061.0,8.0,1.0,1997.0,514730.0,7.681560362559537,8.830543010616596
1.0,2.0,2.0,6.0,2140.0,2.0,0.0,2.0,34287337.0,-119148237.0,4978.0,275.0,580.0,2061.0,4.0,1.0,1981.0,204997.0,7.669028288589683,8.512984346642183
1.0,2.0,3.0,6.0,1320.0,2.0,462.0,2.0,33710895.0,-118014010.0,5500.0,261.0,580.0,1286.0,6.0,1.0,1970.0,677171.0,7.186144304522325,8.612685172875459
1.0,2.0,3.0,6.0,1266.0,2.0,456.0,2.0,34163516.0,-118599202.0,13351.0,261.0,608.0,3101.0,0.0,1.0,1959.0,380000.0,7.144407180321139,9.49942146534167
1.0,2.0,3.0,6.0,1178.0,2.0,430.0,2.0,33840351.0,-118032132.0,6354.0,261.0,580.0,1286.0,6.0,1.0,1958.0,537000.0,7.072421900537371,8.756997183623554
1.0,2.0,2.0,4.0,1184.0,2.0,456.0,7.0,33827055.0,-118379731.0,6085.0,261.0,1476.0,3101.0,0.0,1.0,1941.0,126776.0,7.077498053569231,8.713746330456916
1.0,2.0,3.0,6.0,1316.0,2.0,456.0,2.0,34573700.0,-118098000.0,1360.0,266.0,1316.0,3101.0,0.0,1.0,1988.0,105000.0,7.183111701743281,7.215975002651466
1.0,2.0,3.0,7.0,2704.0,2.0,456.0,2.0,34032537.0,-118402416.0,8852.0,261.0,580.0,3101.0,0.0,1.0,1952.0,1786296.0,7.902857191280582,9.08851166361105
1.0,2.0,4.0,6.0,1640.0,2.0,456.0,2.0,34566251.0,-118016698.0,7371.0,261.0,1301.0,3101.0,0.0,1.0,1997.0,219000.0,7.403061091090091,8.905444318789714
1.0,2.0,2.0,6.0,1144.0,2.0,456.0,2.0,34168600.0,-118524000.0,60947.0,266.0,587.0,3101.0,0.0,1.0,1967.0,263033.0,7.0431599159883405,11.017776320589245
1.0,3.5,4.0,6.0,3960.0,2.0,646.0,2.0,33907781.0,-117826882.0,11059.0,261.0,580.0,1286.0,0.0,1.0,2003.0,1009579.0,8.284251797621916,9.311090275076326
1.0,3.0,2.0,9.0,1794.0,2.0,456.0,2.0,34019700.0,-118487000.0,7210.0,266.0,1679.0,3101.0,0.0,1.0,2008.0,965544.0,7.492760300922379,8.88336291691676
1.0,4.0,4.0,9.0,3386.0,2.0,456.0,2.0,34139024.0,-118472410.0,17376.0,261.0,606.0,3101.0,0.0,1.0,2009.0,1193686.0,8.127699852817772,9.762902771722255
1.0,1.0,2.0,4.0,790.0,2.0,456.0,7.0,33906748.0,-118111720.0,6921.0,261.0,119.0,3101.0,0.0,1.0,1950.0,189843.0,6.673297967767654,8.84246002419529
1.0,1.0,2.0,4.0,884.0,2.0,456.0,7.0,33858099.0,-118194180.0,5168.0,261.0,663.0,3101.0,0.0,1.0,1916.0,104240.0,6.785587645007929,8.550434525196039
1.0,2.0,3.0,6.0,1288.0,2.0,456.0,7.0,33940928.0,-118092149.0,5487.0,261.0,1738.0,3101.0,0.0,1.0,1951.0,55862.0,7.161622002939187,8.610319169405722
1.0,1.0,2.0,4.0,943.0,2.0,456.0,7.0,34260999.0,-118302168.0,6144.0,261.0,580.0,3101.0,0.0,1.0,1943.0,299858.0,6.8501261661455,8.723394022000136
1.0,2.5,4.0,6.0,2121.0,2.0,504.0,2.0,33778805.0,-117820296.0,8000.0,261.0,580.0,1286.0,8.0,1.0,1962.0,417154.0,7.660114319173928,8.987321812850125
1.0,2.0,3.0,4.0,1032.0,2.0,456.0,7.0,33861458.0,-118187947.0,2998.0,261.0,657.0,3101.0,0.0,1.0,1931.0,233876.0,6.940222469119639,8.00603417874901
1.0,2.0,3.0,6.0,912.0,1.0,0.0,2.0,34420234.0,-119302182.0,7935.0,261.0,580.0,2061.0,5.0,1.0,1964.0,555396.0,6.816735880594968,8.979164648964709
1.0,2.0,2.0,6.0,808.0,2.0,456.0,7.0,34260604.0,-118310218.0,4478.0,261.0,580.0,3101.0,0.0,1.0,1942.0,334619.0,6.695798917058491,8.4071550862073
1.0,3.0,4.0,6.0,2411.0,1.0,380.0,2.0,33748459.0,-118003512.0,7200.0,261.0,580.0,1286.0,7.0,1.0,1959.0,129842.0,7.788211557847076,8.881975184248867
1.0,1.0,3.0,4.0,952.0,2.0,456.0,7.0,33958743.0,-118082011.0,6368.0,261.0,1736.0,3101.0,0.0,1.0,1970.0,51101.0,6.859614903654202,8.759197750371365
1.0,1.0,3.0,4.0,1267.0,2.0,456.0,7.0,34033216.0,-118378049.0,5010.0,261.0,598.0,3101.0,0.0,1.0,1939.0,79212.0,7.145196134997171,8.519390774959724
1.0,3.0,2.0,7.0,2114.0,2.0,456.0,2.0,33771730.0,-118377700.0,1466.0,269.0,1506.0,3101.0,0.0,1.0,1974.0,519297.0,7.656810091480378,7.2909747781429814
1.0,3.0,3.0,8.0,1726.0,2.0,456.0,2.0,34157700.0,-118700000.0,1114.0,269.0,745.0,3101.0,0.0,1.0,1987.0,378787.0,7.454141078146678,7.016609683894219
1.0,3.0,3.0,8.0,1726.0,2.0,456.0,2.0,34159500.0,-118701000.0,1139.0,269.0,745.0,3101.0,0.0,1.0,1987.0,434317.0,7.454141078146678,7.038783541388542
1.0,2.0,3.0,7.0,2551.0,2.0,456.0,2.0,34174896.0,-118269663.0,6456.0,261.0,465.0,3101.0,0.0,1.0,1930.0,1095000.0,7.844632644464681,8.772920092626467
1.0,2.0,3.0,6.0,1278.0,2.0,456.0,2.0,34042364.0,-118367786.0,6398.0,261.0,580.0,3101.0,0.0,1.0,1945.0,710126.0,7.153833801578843,8.76389700713946
1.0,2.5,4.0,6.0,2154.0,2.0,448.0,2.0,33800786.0,-117923881.0,10148.0,261.0,580.0,1286.0,8.0,1.0,1957.0,575000.0,7.675546002537848,9.225130457448818
1.0,2.0,4.0,8.0,1854.0,2.0,456.0,2.0,33776502.0,-118365213.0,10316.0,261.0,1538.0,3101.0,0.0,1.0,1965.0,1052241.0,7.5256399750415355,9.241548299100376
1.0,2.0,3.0,8.0,1665.0,2.0,456.0,7.0,34076390.0,-118386169.0,6007.0,261.0,580.0,3101.0,0.0,1.0,1926.0,900779.0,7.418180822726788,8.700847193443972
1.0,3.0,4.0,8.0,2946.0,2.0,456.0,2.0,34398028.0,-118549245.0,5457.0,261.0,1564.0,3101.0,0.0,1.0,1969.0,249270.0,7.988542982737695,8.604837701268284
1.0,2.0,3.0,6.0,1339.0,2.0,456.0,7.0,34040119.0,-118135659.0,5288.0,261.0,1242.0,3101.0,0.0,1.0,1949.0,68910.0,7.200424892944957,8.57338447106598
1.0,4.0,4.0,8.0,2547.0,2.0,456.0,2.0,34155000.0,-118561149.0,17765.0,261.0,591.0,3101.0,0.0,1.0,1965.0,819710.0,7.843064016692054,9.785041797329646
1.0,2.0,3.0,6.0,1338.0,2.0,414.0,2.0,33839764.0,-117883827.0,9900.0,261.0,580.0,1286.0,6.0,1.0,1955.0,225466.0,7.199678345691172,9.200391041122515
1.0,2.0,2.0,9.0,1040.0,2.0,456.0,2.0,34051000.0,-118469000.0,7387.0,266.0,587.0,3101.0,0.0,1.0,1968.0,571431.0,6.947937068614969,8.90761234131913
1.0,2.0,2.0,9.0,1200.0,2.0,456.0,2.0,34051000.0,-118469000.0,7387.0,266.0,587.0,3101.0,0.0,1.0,1968.0,751284.0,7.0909098220799835,8.90761234131913
1.0,2.0,3.0,6.0,1638.0,2.0,456.0,7.0,34245678.0,-118277625.0,8400.0,261.0,580.0,3101.0,0.0,1.0,1958.0,611152.0,7.40184157874383,9.036106025364846
1.0,2.0,2.0,9.0,1508.0,2.0,456.0,2.0,34040400.0,-118468000.0,14395.0,266.0,587.0,3101.0,0.0,1.0,1982.0,250384.0,7.319202458767849,9.574705669198922
1.0,3.0,3.0,6.0,1816.0,2.0,0.0,2.0,33552211.0,-117728286.0,4792.0,266.0,580.0,1286.0,0.0,1.0,1994.0,524683.0,7.504942068396171,8.474911799159631
1.0,1.0,0.0,9.0,537.0,2.0,456.0,2.0,34062900.0,-118312000.0,51474.0,266.0,590.0,3101.0,0.0,1.0,1990.0,288000.0,6.2878585601617845,10.84885153189599
1.0,2.0,3.0,6.0,1475.0,2.0,456.0,2.0,34684586.0,-118120789.0,6295.0,261.0,1119.0,3101.0,0.0,1.0,1972.0,82799.0,7.297091005160418,8.74766979009724
1.0,4.0,5.0,6.0,3711.0,2.0,456.0,2.0,34041990.0,-118467851.0,7501.0,248.0,587.0,3101.0,0.0,4.0,1922.0,978765.0,8.21932609390609,8.922924930641832
1.0,3.0,2.0,7.0,1406.0,2.0,456.0,2.0,34025800.0,-118453000.0,8040.0,266.0,1674.0,3101.0,0.0,1.0,1983.0,830013.0,7.249215057114389,8.99230873254815
1.0,3.0,2.0,9.0,1301.0,2.0,456.0,2.0,34023400.0,-118450000.0,34069.0,266.0,1679.0,3101.0,0.0,1.0,1980.0,639445.0,7.171656822768514,10.436172510655013
1.0,2.0,3.0,6.0,1289.0,2.0,456.0,2.0,34678765.0,-118123342.0,6785.0,261.0,1132.0,3101.0,0.0,1.0,1957.0,63451.0,7.162397497355718,8.822616945344176
1.0,5.0,4.0,9.0,6655.0,2.0,456.0,2.0,34063249.0,-118330294.0,17987.0,261.0,606.0,3101.0,0.0,1.0,1930.0,2473593.0,8.803273982501045,9.797460147890598
1.0,2.0,3.0,6.0,1304.0,2.0,456.0,2.0,34717429.0,-118141030.0,7032.0,261.0,1129.0,3101.0,0.0,1.0,1990.0,161000.0,7.173958319756794,8.858368636308018
1.0,3.0,4.0,7.0,2590.0,2.0,456.0,2.0,33906087.0,-117981639.0,4737.0,269.0,1016.0,3101.0,0.0,1.0,1996.0,812928.0,7.85979918056211,8.463370384718731
13.0,2.0,3.0,6.0,1567.0,2.0,418.0,2.0,33905154.0,-117772447.0,4800.0,261.0,580.0,1286.0,7.0,1.0,1983.0,550000.0,7.357556200910353,8.476579508530941
1.0,2.0,3.0,7.0,2290.0,2.0,456.0,2.0,34174281.0,-118279825.0,9490.0,261.0,465.0,3101.0,0.0,1.0,1946.0,573909.0,7.736743682453495,9.158099260130491
1.0,3.0,5.0,8.0,2477.0,2.0,456.0,2.0,34507840.0,-118633552.0,5991.0,261.0,733.0,3101.0,0.0,1.0,1998.0,420256.0,7.815207062189088,8.698180525197055
1.0,2.0,3.0,6.0,1803.0,2.0,456.0,2.0,34663167.0,-118167700.0,7283.0,261.0,1095.0,3101.0,0.0,1.0,1985.0,212282.0,7.4977617006225685,8.8934354408475
1.0,2.0,3.0,6.0,1292.0,2.0,462.0,2.0,33821838.0,-117987953.0,7373.0,261.0,580.0,1286.0,6.0,1.0,1956.0,61085.0,7.164720378771857,8.90571557879409
1.0,3.0,5.0,7.0,3050.0,2.0,456.0,2.0,34505195.0,-118622196.0,6384.0,261.0,723.0,3101.0,0.0,1.0,2000.0,495399.0,8.02322468471667,8.76170676846664
1.0,3.0,4.0,8.0,1736.0,2.0,456.0,2.0,34461936.0,-118619801.0,11210.0,261.0,964.0,3101.0,0.0,1.0,1989.0,497300.0,7.459914766241105,9.324650718153594
1.0,2.0,3.0,6.0,1412.0,2.0,506.0,2.0,33810759.0,-117948770.0,7244.0,261.0,580.0,1286.0,7.0,1.0,1962.0,89511.0,7.253470382684528,8.888066854754783
13.0,3.0,4.0,6.0,3500.0,2.0,500.0,2.0,33898492.0,-117861080.0,7208.0,261.0,580.0,1286.0,10.0,1.0,1980.0,470585.0,8.160803920954665,8.883085524404578
1.0,2.0,4.0,4.0,2938.0,2.0,456.0,2.0,34082133.0,-118320012.0,7386.0,246.0,587.0,3101.0,0.0,2.0,1923.0,1462627.0,7.985824666418917,8.907476977528738
1.0,1.5,3.0,6.0,1110.0,2.0,400.0,2.0,33786145.0,-118018692.0,7130.0,261.0,580.0,1286.0,6.0,1.0,1959.0,533000.0,7.01301578963963,8.872206756028303
1.0,3.0,2.0,9.0,2406.0,2.0,456.0,2.0,34025100.0,-118497000.0,7499.0,266.0,1674.0,3101.0,0.0,2.0,1980.0,410834.0,7.786136437783072,8.922658299524402
1.0,1.0,5.0,5.0,3084.0,2.0,456.0,2.0,34048021.0,-118320909.0,8103.0,246.0,596.0,3101.0,0.0,2.0,1913.0,355701.0,8.034306936339489,9.000113045928519
1.0,1.5,2.0,6.0,1088.0,2.0,400.0,2.0,33895736.0,-117826307.0,780.0,261.0,580.0,1286.0,4.0,1.0,1965.0,172067.0,6.9930151229329605,6.660575149839686
1.0,3.0,4.0,8.0,2398.0,2.0,456.0,2.0,34176790.0,-118618613.0,15333.0,261.0,580.0,3101.0,0.0,1.0,1974.0,790000.0,7.782807262839695,9.63782786411884
5.0,3.5,4.0,6.0,2736.0,2.0,483.0,6.0,33788944.0,-118067968.0,7620.0,261.0,580.0,1286.0,7.0,1.0,1962.0,938000.0,7.914617709040679,8.938662873666118
1.0,2.0,3.0,8.0,1134.0,2.0,456.0,2.0,34655833.0,-118211117.0,8435.0,261.0,835.0,3101.0,0.0,1.0,1997.0,157100.0,7.034387929915503,9.040263541598666
1.0,2.0,3.0,6.0,1673.0,2.0,456.0,7.0,33984393.0,-118185898.0,5686.0,261.0,1253.0,3101.0,0.0,1.0,1942.0,405000.0,7.422971251049421,8.645938147306799
1.0,1.0,3.0,6.0,1093.0,1.0,288.0,2.0,34286795.0,-119303178.0,5000.0,261.0,580.0,2061.0,6.0,1.0,1928.0,50694.0,6.9975959829819265,8.517393171418904
1.0,2.0,4.0,6.0,1845.0,2.0,456.0,2.0,34188451.0,-118636091.0,7760.0,261.0,610.0,3101.0,0.0,1.0,1959.0,568540.0,7.520776415062797,8.95686647085414
1.0,2.0,2.0,6.0,1170.0,2.0,456.0,2.0,33792628.0,-118283812.0,121951.0,266.0,598.0,3101.0,0.0,1.0,1981.0,168458.0,7.065613363597717,11.711382803673587
1.0,2.0,4.0,8.0,2002.0,2.0,456.0,7.0,34147306.0,-118460983.0,9618.0,261.0,580.0,3101.0,0.0,1.0,1936.0,1078443.0,7.602401335665818,9.171495588152615
1.0,2.0,2.0,7.0,1680.0,2.0,456.0,2.0,34056000.0,-118394000.0,17115.0,266.0,587.0,3101.0,0.0,1.0,2005.0,490988.0,7.427144133408616,9.747768977536708
1.0,2.0,3.0,8.0,1986.0,2.0,456.0,2.0,34694670.0,-118161061.0,10544.0,261.0,1122.0,3101.0,0.0,1.0,2013.0,286427.0,7.594381242551817,9.263407092912875
